2017-08-18T07:00:00,5,62,7008552
2017-08-19T07:00:00,6,59,6434905
2017-08-20T07:00:00,7,78,7184696
2017-08-21T07:00:00,1,62,7579445
2017-08-22T07:00:00,2,52,6590154
2017-08-23T07:00:00,3,60,7305813
2017-08-24T07:00:00,4,72,7680463
2017-08-25T07:00:00,5,63,8385452
2017-08-26T07:00:00,6,51,7939475
2017-08-27T07:00:00,7,64,7137518
2017-08-28T07:00:00,1,62,7736883
2017-08-29T07:00:00,2,59,184585314
2017-08-30T07:00:00,3,75,63871251
2017-08-31T07:00:00,4,65,7879875
2017-09-01T07:00:00,5,79,8201943
2017-09-02T07:00:00,6,80,9954346
2017-09-03T07:00:00,7,70,9940606
2017-09-04T07:00:00,1,75,10065859
2017-09-05T07:00:00,2,77,10331774
2017-09-06T07:00:00,3,68,11525245
2017-09-07T07:00:00,4,68,12201566
2017-09-08T07:00:00,5,73,12356482
2017-09-09T07:00:00,6,61,16723674
2017-09-10T07:00:00,7,76,13514938
2017-09-11T07:00:00,1,69,13903255
2017-09-12T07:00:00,2,69,14155521
2017-09-13T07:00:00,3,92,11386021
2017-09-14T07:00:00,4,96,10756842
2017-09-15T07:00:00,5,92,11869680
2017-09-16T07:00:00,6,98,12643882
2017-09-17T07:00:00,7,82,12042150
2017-09-18T07:00:00,1,68,11109418
2017-09-19T07:00:00,2,68,8975511
2017-09-20T07:00:00,3,91,9295745
2017-09-21T07:00:00,4,104,10014063
2017-09-22T07:00:00,5,80,11808580
2017-09-23T07:00:00,6,103,10557400
2017-09-24T07:00:00,7,112,10238354
2017-09-25T07:00:00,1,88,9334895
2017-09-26T07:00:00,2,91,7891178
2017-09-27T07:00:00,3,107,8228735
2017-09-28T07:00:00,4,113,8343118
2017-09-29T07:00:00,5,85,8868030
2017-09-30T07:00:00,6,86,10918133
2017-10-01T07:00:00,7,91,9981884
2017-10-02T07:00:00,1,61,11132022
2017-10-03T07:00:00,2,64,8615068
2017-10-04T07:00:00,3,87,7902235
2017-10-05T07:00:00,4,74,8679278
2017-10-06T07:00:00,5,63,8389334
2017-10-07T07:00:00,6,75,7589763
2017-10-08T07:00:00,7,67,8741427
2017-10-09T07:00:00,1,95,7986384
2017-10-10T07:00:00,2,77,9465182
2017-10-11T07:00:00,3,110,9185856
2017-10-12T07:00:00,4,50,8868879
2017-10-13T07:00:00,5,97,7470381
2017-10-14T07:00:00,6,72,8355966
2017-10-15T07:00:00,7,75,7944055
2017-10-16T07:00:00,1,75,8932626
2017-10-17T07:00:00,2,73,10420985
2017-10-18T07:00:00,3,55,9391961
2017-10-19T07:00:00,4,56,9169298
2017-10-20T07:00:00,5,61,8441074
2017-10-21T07:00:00,6,85,8875739
2017-10-22T07:00:00,7,77,9243241
2017-10-23T07:00:00,1,61,8434018
2017-10-24T07:00:00,2,65,9474662
2017-10-25T07:00:00,3,77,8777153
2017-10-26T07:00:00,4,66,11886897
2017-10-27T07:00:00,5,69,11043403
2017-10-28T07:00:00,6,58,12108744
2017-10-29T07:00:00,7,75,12617423
2017-10-30T07:00:00,1,57,11724070
2017-10-31T07:00:00,2,73,11260648
2017-11-01T07:00:00,3,73,10503711
2017-11-02T07:00:00,4,82,11252407
2017-11-03T07:00:00,5,79,9816832
2017-11-04T07:00:00,6,61,10257980
2017-11-05T07:00:00,7,82,8745811
2017-11-06T08:00:00,1,90,10419285
2017-11-07T08:00:00,2,70,10363847
2017-11-08T08:00:00,3,66,9717495
2017-11-09T08:00:00,4,81,9926434
2017-11-10T08:00:00,5,86,10696013
2017-11-11T08:00:00,6,69,10152454
2017-11-12T08:00:00,7,69,10399998
2017-11-13T08:00:00,1,79,10469891
2017-11-14T08:00:00,2,68,10451605
2017-11-15T08:00:00,3,78,9676915
2017-11-16T08:00:00,4,86,8885295
2017-11-17T08:00:00,5,63,9652046
2017-11-18T08:00:00,6,58,8911628
2017-11-19T08:00:00,7,59,8462299
2017-11-20T08:00:00,1,76,8614720
2017-11-21T08:00:00,2,77,8754166
2017-11-22T08:00:00,3,74,8276273
2017-11-23T08:00:00,4,66,8498128
2017-11-24T08:00:00,5,89,7772536
2017-11-25T08:00:00,6,77,8659354
2017-11-26T08:00:00,7,75,9898497
2017-11-27T08:00:00,1,91,10237487
2017-11-28T08:00:00,2,96,11343777
2017-11-29T08:00:00,3,93,11175517
2017-11-30T08:00:00,4,65,10815419
2017-12-01T08:00:00,5,83,9550483
2017-12-02T08:00:00,6,59,8796122
2017-12-03T08:00:00,7,67,7941164
2017-12-04T08:00:00,1,79,8155079
2017-12-05T08:00:00,2,82,8891264
2017-12-06T08:00:00,3,89,8447154
2017-12-07T08:00:00,4,67,7874104
2017-12-08T08:00:00,5,86,8286250
2017-12-09T08:00:00,6,63,8039350
2017-12-10T08:00:00,7,64,7724046
2017-12-11T08:00:00,1,71,7276144
2017-12-12T08:00:00,2,70,7233925
2017-12-13T08:00:00,3,61,6720478
2017-12-14T08:00:00,4,45,6405283
